restaurantLink;restaurant;category;locaition;date;starsValue;text;useful;funny;cool
/biz/malecon-restaurant-new-york-2;Malecon Restaurant;Dominican;Washington Heights, New York;Oct 13, 2023;3;I came with a friend to get a to go order while we were in the area on a Sunday afternoon. The restaurant was completely packed when we arrived and seemed like seating would be difficult to find.  We waited for our to go orders to be taken and it took a very long time. However, as soon as we went up to the cashier and placed our order we received our food right away.  We ordered a lunch special of the BEEF STEW with YELLOW RICE. The beef stew flavor was pretty good but I was hoping it would have more liquid with it. Additionally, the beef was so dry. However, the veggies it was cooked with were tender and soaked up the flavor of the stew well. The rice and beans it came with were heavenly. So delicious. Some of the best rice and beans I have ever had.  We also ordered a WHOLE CHICKEN with yellow rice and a side of red beans. Again the rice and beans were fabulous - I wish I could eat those all the time. The chicken though seasoned well was also a little bit on the dry side which was disappointing. However, the portions of all the items were great and we were able to get multiple meals out of it.  Additionally, the salsa they give you with the meal was so good but I really wish they gave more than just three small containers.  All in all, flavor wise, everything was delicious especially the beans and rice  however, the meat items were quite dry unfortunately.;5;2;4
/biz/puttshack-houston-houston;Puttshack - Houston;Mini Golf,Bars,American;Downtown, Houston;Oct 12, 2023;3;My friend and I stopped by on a Friday night. The courses looked quite crowded when we went but it was only because the course was so small. There were many different sections but you're only allowed one small section unless you pay for more holes.  It was really cool to see the technology and the creativity of each hole but it went by very quickly.  After playing a round, my friend and I stopped by the bar area to grab some food and drinks.  We got a flatbread which was quite tasty.  We also ordered a cali chicken sandwich and the chicken was unfortunately so dry. However, the fries it came with were delicious.  Finally, we also tried their chorizo and cheese empanadas which were not good at all. I took one bite and spit it out. Definitely avoid these.  All in all, a location that allows for an average date night.;7;3;6
/biz/love-and-war-in-texas-plano-2;Love and War in Texas;Music Venues,Steakhouses,Seafood;Plano, TX;Oct 12, 2023;2;"Rating: 2.5 stars I came with a group of four for a musical fundraiser. We paid a cover of 15 dollars per person and we're allowed to sit in the covered ""outdoor"" seating area. We could choose any seat we wanted. The space was large and nice. They mostly had elevated tables and chairs which were on a slant and uncomfortable to sit on for long periods of time though.  Service was pretty abysmal. There was only two servers for the whole area and so it took forever to get food and drinks or even orders  stated.  We ordered WAGON WHEELS which was a fried pickle appetizer for the table. The fried pickles were nice and yummy and the Smokey ranch dressing was delicious. Portion size was also huge. Definitely a must order.  For my main I ordered the SHRIMP TEXANA. There was only a small handful of plump shrimp. Flavor was ok and they were very well cooked and juicy. They gave a huge scoop of pico on the side which was way more than was needed with the small amount of shrimp they gave.  The order came with one side so I ordered the steamed veggies and also mashed potatoes as an extra side. The mashed potatoes were yummy and came with a great cream gravy. The veggies unfortunately were very lacking and not good at all.  All in all, a disappointing night but at least there was a pro of lots of live music to enjoy while eating our food.";8;3;3
/biz/taco-delite-plano-5;Taco Delite;Mexican;Plano, TX;Oct 12, 2023;4;My friend and I went through the drive in service on a Monday afternoon for lunch. We had our order taken right away and we were given our food very quickly.  I ordered an enchilada combo plate which came with a choice of beef or chicken for two enchiladas. I chose one beef and one chicken with cheese sauce over both. The cheese sauce was very tasty. I prefer the beef because it was more flavored. The chicken unfortunately was just boiled unseasoned chicken but it was moist at least!  The rice and beans it came with were ok. Rice had a nice light flavor but the beans were a little too salty for me. Everything came together very well with the sour cream, guacamole and pico that it came with.  All in all, a cheap, no frills Tex mex fast food restaurant that can quickly satisfy any cheap tex Mex cravings you may have.;9;3;5
/biz/the-tamale-joint-houston;The Tamale Joint;Mexican;Oak Forest/Garden Oaks, Houston;Sep 5, 2023;3;Rating: 3.5 stars I came by Friday afternoon around 3 PM. There was two other customers in the restaurant when we stopped by. Space itself is very limited to dine in so best to plan on getting the food to go.  Service itself was super quick. We were able to order at the register and get our food piping hot around 5 minutes after we ordered.  We got the plato especial with three different tamales. The tamales were so delicious and perfectly cooked. The rice on the side though was fairly average and the refried beans were just not very good. They had a strange aftertaste. We also got a side of the elote en vaso. The elote seemed to be warmed canned corn laddled the corn into a cup and topped with mayo, cotija cheese and tajin. The corn was so watery. Flavor itself was fairly lacking and they were way too heavy handed with the mayo so the whole thing just ended up tasting like mayo which was disappointing.  I also got a side of horchata. The flavor of the horchata was way too sweet and just ok.  All in all, if you come just for the tamales it is truly a treat  however, their sides are not as good.;7;3;4
/biz/vatan-indian-vegetarian-new-york-2;Vatan Indian Vegetarian;Indian,Vegetarian;Kips Bay, New York;Sep 5, 2023;5;I've been meaning to try out Vatan for a while now after seeing it across social media. I came on a Monday night at 7 PM with a group of three. Reservations were very easy to make on Yelp.  We were seated in the bottom portion. For the tables they require you to take off your shoes to enter the seating area. The seats were wooden benches with some cushions on top and pretty comfortable. The decorations within the restaurant were beautiful and intricately decorated.  The restaurant serves all you can eat pre-fixe menu with items for appetizers, mains and desserts. Every item can be refilled as many times as you want. They give you as much time to each each course as you want and do not rush you at all.  The food was great! There were a few items I was not a big fan of but apart from that everything was lovely. So many selections to try out.  Service itself was also wonderful. Our server, Divisha, was very friendly and really helped to make the meal an enjoyable time.  All in all, a great experience. $45/person is very reasonable for all you get and I can't wait to come back soon.;8;4;7
/biz/musaafer-houston-3;Musaafer;Indian,Halal,Cocktail Bars;Galleria/Uptown, Houston;Aug 25, 2023;4;We stopped by at 6:30 PM on a Thursday night as a group of four. We made reservations ahead of time so we were seated right away as soon as we stepped up to the front and gave them our name.  As we were lead to our seats in the back of the restaurant, I could see how beautifully intricate the restaurant was decorated. The seats were very comfy  however, they were quite low to the ground.  Our server and assistant server came over pretty quickly and really took care of us throughout the meal. Service was great and they constantly changed our plates and utensils throughout the meal to make sure none of the flavors of each dish mixed together. My only complaint would be that food did take a bit to get to us between each item.  I started out with a mocktail. The N-A PASSION FRUIT BELLINI was delicious and refreshing.  For our starters we shared:  PAANI PRUI: Such a yummy dish with great presentation. I just wish there was more potatoes and chickpeas in each paani puri. The flight of liquid fillings it came with were also great. Tons of different flavor to choose from. My favorite was definitely the yogurt based one.  ONION RINGS PAKODA: This was my favorite appetizer. The flavor of the onion rings were scrumptious and they even came with a delicious mint chutney to add on top of it. The actual onion ring itself was pretty filling as well which was a plus. Finally, presentation was absolutely beautiful for this dish.  PANEER: I love paneer so I was very excited to try this dish. The paneer come prepared in two different ways but my favorite way was the paneer tikka and it was also nice and warm which was a plus.  GOAT AKHATI: The presentation once again was beautiful. The dumplings were good  but the best part was the stewed meat under the dumplings. The flavor was wonderful. They did add a random Swiss chard onto the dish which really didn't add much though except some color but the rest of the dish really worked well together.  For our mains we shared:  GOAN FISH CURRY: Nice, creamy curry - I was hoping there would be a bit more sweetness undertone to the curry though. The best part of the whole dish was the fish. It was so so tender and perfectly cooked. The natural fish oils in the filet were such a perfect accompaniment.  BEEF VINDALOO: I'm a big fan of vindaloos so I really wanted to try this dish. The items of the curry aren't really stewed in so they didn't bring along the flavor of the vindaloo. Additionally, the flavor was not what I was used to and not really my favorite. However, the large piece of filet was very flavorful and so tender. It was perfectly cooked.  For dessert I got the MANGO DOLLY. The dolly was shaped like a popsicle and it's flavor was yummy and created a great end to the meal. It also came with a carmelized fig leaf but it just tasted like leaf.  All in all, a superficially beautifully crafted meal  though there were some hiccups here and there with the actual composition of the dishes but still an enjoyable time.;7;3;5
/biz/buzz-and-bites-houston-4;Buzz & Bites;Coffee & Tea,Sandwiches,Breakfast & Brunch;Spring Branch, Houston;Aug 25, 2023;4;Stopped by here with with a friend on a Friday afternoon around 1 PM. The cafe was super crowded but thankfully we were able to grab a seat. You put your order in at the register first. They then give you your number and bring your items directly to you even as if you have a to go order. The employees at the register were very friendly. Additionally, you receive 10% off when you check in so make sure to check in to Yelp before you order!  We shared a MATCHA LATTE. I don't like ice cubes in my drinks so they were able to make it without ice. The matcha latte was a bit too sweet but the flavor was great and it was so creamy. My friend and I drank it so quickly!  Our other item, COWBOY BURGER, took longer to come out but the flavor was very good and it was topped with a beautiful brioche bun. The only complaint I would have about the burger itself was just that it was a tad dry but otherwise the flavor was great and I would not hesitate to order it again. The tater tots that accompany the burger were fresh out of the fryer and nice and crispy. Flavor was good but could have used just a touch more salt.  All in all, a great cafe with nice vibes. Definitely a great stop if you are interested in a quick bite and drink or a cafe to study in.;5;2;7
/biz/taquilos-galveston;Taquilo's;Mexican,Tex-Mex;Galveston, TX;Aug 25, 2023;4;Rating: 3.5 stars I came here with a group of four around 3 PM on a Wednesday afternoon. The restaurant was around half full and we were lead to a cozy booth right away.  We had two servers helping us that day, one who was working his first day and another experienced server. Both were so friendly and really took care of us throughout the meal. I was incredibly impressed with the service we were given throughout the meal.  As soon as we sat down, we were handed a heaping basket of warm, straight-out-of-the-fryer chips and fresh salsas. Everything was so good, our group breezed through three baskets of chips by meal's end.  We also ordered a QUESO to start with and it was so good. I've missed true Tex-mex Queso since NYC really cannot get it right.  For the mains we split a few dishes between the four of us:  -TAQUILO'S MIXED GRILL: I didn't try the chicken but that steak was so tender and flavorful. Additionally the heaping pile of onions on the bottom of the hot plate were so good and soaked up all of the flavor so well.  -POLLO POBLANO PLATE: I love a good stuffed poblano pepper dish. The poblano pepper was well roasted and stuffed to the brim with marinated chicken. The chicken was very flavorful but a bit on the drier side unfortunately. The refried beans I ordered with the dish were absolutely perfect. Sometimes refried beans have a strange aftertaste but not these. These beans were perfectly cooked and soft. Absolutely wonderful flavor and my favorite part of the meal haha. The rice was just a tad undercooked but the flavor was good.  - SHRIMP AND LOBSTER TACO: These are more of a pressed taco but flavor was just ok. Honestly, not my favorite and quite a small portion compared to the other dishes which were absolutely humongous.  All in all, though not every dish was amazing there were still some that really stood out and left a great impression. Finally, compliments must be given for the amazing customer service interactions - they really make you feel at home.;4;2;5
/biz/katies-seafood-house-galveston;Katie's Seafood House;Seafood;Galveston, TX;Aug 22, 2023;3;Rating: 3.5 stars  I came with a group of six on a Monday night. We came around 5:30 PM, since it was pretty early the restaurant was pretty empty. We had made a reservation to be on the safe side but it would not be necessary in the future if you decide to come early.  We asked to sit in their outdoor patio. Though it was very humid that day, they did have a large fan going to kept us pretty comfortable. The only issue was that fan was so loud so it did get distracting during the meal.  After we sat down, our server came over right away. Service itself was pretty good. Our food got to us pretty timely. However, our server did disappear for a long time during the meal so it was difficult to flag someone down if we needed something at that time.  We shared two appetizers:  -BAMA FISH AND SHRIMP DIP: The dip was ok. I do love cream cheese seafood dips but feel like a crusty bread on the side might have worked better than the tortilla chips they gave. The chips weren't the best quality. Additionally, I wished the dip would have come out a little hotter. However, flavor was ok. There were lots of chunks of pure cream cheese though- would have been better if it was blended more.  -FRIED GREEN TOMATOES: The tomatoes were delicious! I really enjoyed them. I was not the biggest fan of the grits though and would have liked the dish more if it was just a simple fried green tomatoes dish.  For dinner my friend and I split: -FISH & SHRIMP PLATTER: There was a lot going on in this dish. The fried shrimp was good and pretty big. Fries were well fried as well. The fish was good but a little bit on the dry side. The hush puppies were cornbread based and also slightly drier than I would have liked. It did come with a delicious side of Tartar sauce and a nice cocktail sauce for dipping. The small cup of coleslaw was a good accompaniment and a good break from the heavy flavor. However, I wish there was a bit more flavor to the slaw, it was a bit bland and the cabbage overpowered everything. Finally, the platter also came with a side of crab Mac n cheese. The Mac n cheese was pretty standard quality and flavor. The noodles had a bit more bite than I like with my Mac. I also wish the crab was actually incorporated into the dish instead of haphazardly thrown over it since there was no actual taste of crab with the Mac and cheese apart from when I ate the crab meat itself.  SIDE OF RICE AND BEANS: Beans were really good and also served with sausage! The rice though was very plain but at least it was well cooked.  All in all, a nice seafood option in Galveston but did not really provide anything that really stands out unfortunately.;7;2;3
/biz/rappahannock-oyster-bar-washington-4;Rappahannock Oyster Bar;Seafood,Wine Bars,Beer Bar;Washington, DC, DC;Aug 21, 2023;3;My friend and I stopped here while walking around the wharf on a Sunday afternoon.  It took them a while to come to the front to bring us to our seats. Additionally, service throughout the meal and getting our food also took a long time as well.  I started off with a mocktail which was very beautiful and delicious.  Afterwards, my friend and I ordered a small seafood tower. There were some items that were very delicious and others that were just ok.  All in all, an ok seafood option at the wharf.;7;3;6
/biz/dunkin-naperville;Dunkin';Donuts,Coffee & Tea;Naperville, IL;Aug 19, 2023;1;First time I've been to a fast food restaurant and literally had five employees walk by without acknowledgement while I'm just trying to order my food and get on with my day. It's awkward when the employees literally walk by, stare at you for a minute then turn around and walk away. Took about 5-10 minutes before the first employee I saw and ignored me finally walked to the cashier to take my order. What a mess.;6;4;5
/biz/miette-culinary-studio-new-york;Miette Culinary Studio;Cooking Classes,Venues & Event Spaces;Little Italy, New York;Aug 17, 2023;4;Went here for a private event that was held in the space. The entrance is unassuming and you get into the studio through a lift. The event was not an actual cooking class so I cannot comment on the classes itself but the space is large and spacious. There is a complete amount of utensils and all you need to host an event. Great place to host future events!;8;3;7
/biz/trulucks-oceans-finest-seafood-and-crab-washington;Truluck's Ocean's Finest Seafood & Crab;Seafood,Steakhouses,Venues & Event Spaces;Washington, DC, DC;Aug 17, 2023;4;I came here for a private event so we were put in their upstairs event space. Their decorations were elegant and pretty. They served food in a buffet style and it was very appetizing. They had unlimited raw oysters which were very fresh and delicious. Would love to try a full meal here one day!;6;3;7
/biz/red-robin-gourmet-burgers-and-brews-warrenville;Red Robin Gourmet Burgers and Brews;American,Burgers;Warrenville, IL;Aug 17, 2023;3;It's been a very long time since I last dinned in at a Red Robin's but decided to since my father and I both had a free birthday burger and wanted to use it up.  We arrived around 1 PM on a Sunday afternoon and the restaurant was very empty, there were only a few tables filled. The restaurant itself did not seem very updated and was kind of dark and sticky. My previous experiences eating at Red Robins has honored both me and my dad's free burgers on the same day but this restaurant would not which is disappointing since previous visits to this exact restaurant have allowed us to do that, so I'm not sure why they couldn't to this visit - so we definitely started our meal on a disappointed tone.  Service itself was a bit lacking especially in the beginning, it took a while for any server to come greet us when we sat down. No water was given, not greeting was spoken, we just kept seeing all of the different waiter walking around and ignoring us. When we finally got our order taken, food took a bit to get to us as well. Our server mostly came up to help us out towards the end of the meal only. However, she was very friendly when taking our order and towards the end of our meal as well.  I ordered a Bleu Ribbon Burger which was very yummy. The bun could have been toasted a bit more but the flavor was good. I also got a side of onion rings which were great especially with their onion rings sauce.  I had originally planned to drink just a normal water with my meal but the water had a strange after taste so I ordered a freckled lemonade which was a bit on the sweeter side but was quite good. All in all, a fairly disappointing experience compared to previous Red Robins visits I've had before.;8;3;7
/biz/pine-grove-resort-ephraim;Pine Grove Resort;Hotels;Ephraim, WI;Aug 17, 2023;2;Rating: 2.5 stars  My family came to stay here for 2 nights while we explored Door County. We went on Wednesday and left on a Friday.  When we first arrived Wednesday afternoon, the lady at the front desk was kind of rude, standoffish and didn't really want to answer any of our questions.  Walking through the hallway, everything looked very antiquated. When we got into our room I was disappointed to see that our over $350 a night room was pretty dilapidated, old and tiny. However, there was a small mini fridge and microwave available which was nice. There is free wifi available but can be fairly laggy.  The resort itself is located right across the street from the water so you get a nice view of the water and you do get a small balcony to sit on with some patio furniture  however, there always seemed to be so many mosquitos there so I never did go outside.   There is free breakfast available for guests. There were a few trays available for guests to bring their food up to their room. The selection was pretty simple but filling with some fruit, cereal and frozen jimmy jones breakfast sandwiches. There was a guy working in the breakfast room one morning that was kinda rude but apart from him and the lady at the front desk all of the other staff were quite friendly especially the housecleaning staff.  All in all, a fairly average accommodation that wasn't too impressive  however, if you're not planning on staying in your room for too long while exploring Door County it may be adequate.;7;4;5
/biz/lao-sze-chuan-aurora;Lao Sze Chuan;Chinese;Aurora, IL;Aug 16, 2023;4;"Grade: 3.5 stars  I came with a group of 5 people on a Saturday night around 5:30 or 6:00 PM. The restaurant was fairly empty so we got our choice of whatever kind of seats we wanted.  We were taken to our seats personally by the manager and another server. The manger herself was very responsive and helpful throughout the meal. Service itself was very fast and we got our food quickly as well.  For food, we had two people in our group who could not eat spicy foods so we ordered all of the non spicy options. Except for the dan dan noodles which could only be changed down to mild spicy.  We shared: -SZECHUAN STRING BEANS: Great flavor and well cooked beans. Definitely a good dish to grab. -SEAFOOD COMBINATION WITH TOFU IN CASSEROLE: Nice combination of various seafoods, veggies and tofu. Sauce was great and went well with rice.  -SCALLION PANCAKE: I love scallion pancakes so was excited to try but these were a bit disappointing. There was a lot of oil but it was not crispy enough, additional the flavor was not all there.  -DAN DAN NOODLES: Even as a ""mild spicy"" option the peppercorn did have a bit of a kick. The sauce was nice but it was a bit more oily. I just wish there was a bit more pea sprouts it came with.  -FRIED FISH FILLETS: Nice flavor and well fried fish  -SLICED PORK, DRY BEAN CURD WITH CHIVES: Good flavor but also a bit on the oilier side. However, everything was cooked well.  All in all, a nice option for Szhechuan food in the area, just wish it wasn't so oily for certain dishes.";5;3;6
/biz/the-press-club-grill-new-york-2;The Press Club Grill;New American,Steakhouses,Seafood;Koreatown, New York;Aug 15, 2023;3;My friend and I stopped by at 6:30 PM on a Monday for restaurant week. We had been interested in stopping by since it first opened since we live nearby and it holds such high ratings.  I saw online that the booths looked very nice and cozy so we made a request for a booth when we made our reservation which they were very kind to honor. It was definitely a great seat so I would recommend those who try out the restaurant to get a booth seat as well. However, there was some trash under our seat when we were sat down though.  We started out with drinks. I ordered an egg cream which was chocolate flavored. It was a bit too sweet for me but it was still delicious.  For our first course we shared: -BEEF TARTARE: The flavor was good. Presentation was beautiful but I typically like beef tartare with bread or a substantial cracker though.  -HEIRLOOM TOMATO CAPRESE: Great appetizer option. Good flavor and fresh tasting.  -BUFFALO CARROTS: The flavor was a bit too strong and overwhelming . It might have been better if the carrots weren't completely fried. The blue cheese sauce was also a bit too heavy for me. However, the presentation was beautiful.  -BREAD: The bread was nice and warm. It was straight out of the oven. The butter it came out with was delicious and displayed in a beautiful manner. However, it was a bit hefty of a cost for a typical single order of bread.  For the second course, we tried:  -FLUKE OREGANATA: This was a great choice. The flavor of everything was great and the fish was well cooked.  -RAVIOLI STROGANOFF: I really wanted to like this dish since the ravioli's flavor was wonderful and I liked the soup it came in. However, the mushrooms overlying the ravioli were a bit too acidic and also the ravioli itself was undercooked. The edges of every ravioli was so hard almost like it was completely uncooked.  Finally for dessert we got:  -APRICOT POPSICLE: Definitely a must order. All of the servers told us to get this. Flavor was wonderful and everything worked so well.  -CHOCOLATE 7 LAYER CAKE: Average chocolate cake and the cake portion was a bit dry unfortunately.  Our server was very friendly  however, service itself was so slow. There was not that many people in the restaurant but food still took around 40 minutes to get to us. Additionally, we had ordered bread but they never brought it to us until we asked again. After we got all the food, waiting for our check and also getting our card back took even more time.  All in all, though there were many positive points of this establishment there were also some points it was lacking. Hopefully they'll be able to fix some of those areas in the future!;5;3;6
/biz/chefs-hat-ephraim;Chef's Hat;New American,Breakfast & Brunch,Burgers;Ephraim, WI;Aug 15, 2023;3;My parents and I ended up ordering take out from Chef's Hat two nights in a row during our vacation because there was not many other dinner options in the area within walking distance of our resort.  Their take out option is pretty efficient. You call and make the appointment and food is given a 20 minute time line but you can likely pick it up earlier than that.  We tried many items during our two meals listed below:  -TURKEY BLT: Sandwich has a nice amount of components and the bread was nice  however, it was way too dry. Needs a better amount of sauces if comes with. Additionally, it was sloppily put together so it felt like half of the items were coming out when I picked up the sandwich to take a bite of it.  -POTATO SALAD: ok flavor a bit overly acidic though  -TOMATO BISQUE: A great soup taste! Simple but robust. Went well with the turkey BLT and helped to make it not taste as dry.  --LEMON PEPPER SHEIMP TACO: The tacos were pretty dry as well - not enough sauce on them. The shrimp was well cooked and flavored though. Additionally, the chips they came with were pretty small in quantity and also sadly pretty stale. The small container of salsa on the side was ok and tied it together.  --APPETIZER SAMPLER: The olive oil bread points that came with the spinach and artichoke Parmesan was so good in addition to the spinach and artichoke Parmesan itself. The bruschetta was pretty disappointing it had the flavor down but was too summer squash forward instead of tomato. The stuffed shrimp was delicious and well cooked. However, the stuffed peppadews were just ok. Additionally, they liked to over dress the whole dish with microgreens which was really unnecessary.  All prices for the dishes are pretty inflated for what you get but I guess that's what happens in a touristy area during peak season.  All in all, an average meal option but nothing too impressive.;8;3;6
/biz/big-easy-bagel-and-beignet-egg-harbor;Big Easy Bagel And Beignet;Bagels,Coffee & Tea,Breakfast & Brunch;Egg Harbor, WI;Aug 15, 2023;4;My parents and I stopped by around 12 PM on a Thursday afternoon. The restaurant was fairly empty so we had a lot of space to sit down.  You put your order with the cashier up front and then they bring everything to you once the food is ready. Food came out pretty quickly.  Service itself was great as well. Everyone throughout the shop was very friendly.  I ordered a WILDBERRY ACAI WITH LEMONADE and the flavor was good but it was a bit too sweet for me.  For my main, I got a TATER TOT SCRAMBLE. The tater tot was well fried and had a great flavor. The gravy was a surprising addition but it did really bring the rest of the items of bacon, cheese and eggs together well. The scrambled eggs were nice and soft. Additionally, portion size was big it ended up being enough for me for two meals.   All in all, a great brunch option in the area!;7;3;6
/biz/ixta-cocina-mexicana-mezcal-bar-new-york;IXTA Cocina Mexicana + Mezcal Bar;Mexican;NoHo, New York;Jan 6, 2024;4;Came here with two buddies and had a great dinner. We started with the chips and guac and the ceviche. We then each got two tacos and shared the duck confit. Everything was delicious. I probably preferred the duck confit without the tortilla as the tortilla mashed the amazing flavor. The fish taco was amazing and could go toe to toe with any fish taco in Southern California. The ambiance was trendy but not too sceney. Service was a bit slow given they weren't very busy;--;--;--
/biz/crema-gourmet-espresso-bar-brickell-miami;Crema Gourmet Espresso Bar - Brickell;Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies;Brickell, Miami;Dec 31, 2023;4;I usually hate breakfast places with long lines. I can't understand who ever wants to wait for 45 minutes for French toast. Fortunately this line moves quickly and the food comes out quickly. The one exception was this one women who had a shockingly consultative session with the cashier and then took a phone call. Weirdly the drinks come out kind of slowly;--;--;--
/biz/bavel-los-angeles-3;Bavel;Middle Eastern;Arts District, Los Angeles;Dec 29, 2023;5;Was in LA for the night, and my very trendy LA friends (good looking, cool, good jobs) suggested we eat here. We were not disappointed. Everything was delicious - my favorite was the lamb and the mushrooms. I only ordered one cocktail and would have ordered another but the waiter didn't ask - in the morning I was glad about it. The space was big and not much of a wait, although it was busy. Would definitely come back;--;--;--
/biz/sky-deck-san-diego-2;Sky Deck;Food Court;Carmel Valley, San Diego;Dec 27, 2023;4;I wish this spot would have been here when I was growing up. Great vibes, awesome food and drink spots, very convenient for anyone in PQ, Carmel Valley or Santaluz, and pretty good service.;--;--;--
/biz/estiatorio-milos-new-york-3;Estiatorio Milos;Seafood,Greek,Mediterranean;Chelsea, New York;Dec 17, 2023;5;This is a great spot. The food is great, the massive dining room has a great buzz. It's in Hudson yards, but it still feels like a quintessential nyc spot. This is the kind of restaurant I'd bring my family too if they were visiting;--;--;--
/biz/manhatta-new-york;Manhatta;New American;Financial District, New York;Dec 16, 2023;5;Awesome views. Came here for a holiday party. The party was terrible (but not because of Manhatta because a bunch of people who attended with us were getting fired in January). The views, food, service and drinks are all top notch.;--;--;--
/biz/the-peacock-austin-3;The Peacock;Mediterranean,Breakfast & Brunch,Turkish;Warehouse District, Austin;Dec 9, 2023;4;This hotel is amazing and the restaurant is great too. Too many beautiful people here. The menu is great, drinks are good, service is good. Nothing to not like;--;--;--
/biz/the-line-austin-austin-2;The LINE Austin;Hotels;Austin, TX;Dec 9, 2023;4;Good spot for drinks. The bar on the 6th floor makes you think you're headed for a Charlie Rose / Harvey Weinstein type evening - really? There's a bar here? But once you realize you're at an above board establishment you are relieved and have a nice time;--;--;--
/biz/win-son-bakery-brooklyn-9;Win Son Bakery;Taiwanese,Cocktail Bars,Sandwiches;East Williamsburg, Brooklyn;Dec 9, 2023;5;I'll start by saying I'm not cool enough to come here. Everyone that works here is a caricature of Brooklyn, nose rings, died hair, tattoos are a must. I, a guy who wears button downs and lives in midtown, felt like a bit of a tourist.  That said, everything here is damn good. Would love to come back. The plant daddy was a good drink.;--;--;--
/biz/emmetts-on-grove-new-york;Emmett's On Grove;Pizza;West Village, New York;Nov 19, 2023;4;Good pizza! Incredibly slow service, they have like half as many waiters as they should. My buddy thought there were a bunch of hot girls there but I disagreed. I recently started seeing someone so maybe that means I really like her? Only time will tell;1;1;--
/biz/principe-new-york-2;Principe;Seafood,Salad,Pasta Shops;South Village, New York;Nov 18, 2023;5;I've been wanting to come here for a long time. Was glad when my friend made a reservation for me and a client of hers. The food was amazing. Every single item was delicious. The ambiance was cool too. So many good looking people in this world;--;--;--
/biz/tamarind-new-york-4;Tamarind;Indian;TriBeCa, New York;Nov 16, 2023;5;With high ceilings, staff rushing around attentively, white table clothes, and chandeliers - you know you are somewhere nice as soon as you enter. The service was slower than I think my friends would have preferred, but this might have been because they were stalling for me, who showed up 20 minutes late. Everything we ate was delicious;--;--;--
/biz/umbria-boston;Umbria;Italian,Steakhouses,Bars;North End, Boston;Nov 14, 2023;4;Great spot! I should have gotten the steak. I had the lamb shank which just wasn't that good. Service was pretty good, kitchen was fast, and apparently this place is one of the trendier spots in the city so that was good;--;--;--
/biz/legal-sea-foods-park-square-boston-5;Legal Sea Foods - Park Square;Bars,Seafood,Sandwiches;Back Bay, Boston;Nov 13, 2023;4;Had only been to the legal sea foods at the airport. The guy I was with, a Bostonian, told me that this place has always been good but is slightly less good now that it's sold. I had the crab cake entre, it was great. The service was pretty slow especially considering how slow the restaurant was during a late lunch;--;--;--
/biz/caffè-nero-burlington-2;Caffè Nero;Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies;Burlington, MA;Nov 13, 2023;4;Came here for a coffee meeting today. Great set up, the interior kind of feels like a ski lounge. I didn't see too many healthy items on the menu and I was late so just ordered a black coffee, which was great;--;--;--
/biz/kaiten-zushi-new-york;Kaiten Zushi;Sushi Bars;Midtown West, New York;Nov 11, 2023;5;"I thought this place was so "" cool! I had never heard of it, was stumbling around 5th avenue and stopped in. The the conveyer belt is super cool, the food is pretty good (wish they had descriptions there)-!: the service is great. It was pretty busy even mid day. I ordered too much but it's pretty cheap";--;--;--
/biz/pranakhon-thai-restaurant-new-york-2;Pranakhon Thai Restaurant;Thai,Salad,Noodles;Greenwich Village, New York;Nov 9, 2023;5;One of my favorite aspects of a New York restaurant or bar is when you feel like you are transported to an entirely new world as soon as you enter the doors.  This restaurant brings you to Thailand, and you feel it as soon as you sit down. The food was incredible- my favorites were probably the crab fried rice and the green curry we got. Service was a bit a slow, but the kitchen was fast and the restaurant was very busy;--;--;--
/biz/point-seven-new-york;Point Seven;Seafood,American,Cocktail Bars;Midtown East, New York;Nov 9, 2023;5;Came here today for lunch with two colleagues. We had a late launch - 130ish so the spot wasn't very busy. The menu is great - I had the avacado salad which was healthy and delicious. It's a bit pricier than I'd hope, but great service and awesome venue. May check out the bar sometime;--;--;--
/biz/the-bazaar-by-josé-andrés-new-york;The Bazaar By José Andrés;Tapas/Small Plates,Cocktail Bars;Flatiron, New York;Oct 31, 2023;5;A friend recommended this restaurant so we came as a group of 4 last night. This restaurant stands out - all the food is amazing and unique. The drinks are incredible, the ambiance is top notch. Can't wait to come back, a spot worth coming back again and again.;2;1;2
/biz/hutong-new-york;Hutong New York;Dim Sum,Cocktail Bars,Breakfast & Brunch;Midtown East, New York;Oct 27, 2023;4;"Shocked by the reviews - this place is amazing. The service was shockingly slow, but the kitchen was fast and the food was amazing. The peking duck here is all time - best I've had in the city. I was wearing a cool teeshirt that said ""EBITDA"" but even tho it's a classy establishment they still let me in";1;1;1
/biz/antons-new-york;Anton's;American,Wine Bars,Cocktail Bars;West Village, New York;Oct 24, 2023;5;I thought this was A great spot. Came here with a group of three. We split a couple of starters and each got our own main. I liked the round beef and the ravioli the best. The sea bass was incredible as well. Would definitely come back;2;2;2
/biz/jacks-wife-freda-new-york;Jack's Wife Freda;Breakfast & Brunch,Mediterranean,New American;SoHo, New York;Oct 22, 2023;5;So great! Came here last night for dinner with 5 other friends. I had one of the chicken dishes which was so good and damn spicy... I actually couldn't even finish it. The zucchini chips and beat dip were both great. Went to the box immediately after that and that was a lot;1;1;1
